Chr	Start	End	Location	Gene.Name	padj_Old_CD49bneg_vs_Juvenile_CD49bpos	log2FoldChange_Old_CD49bneg_vs_Juvenile_CD49bpos
chr1	91960014	91960615	Merged-chr1-91960312-21	Twist2	3.646684208678e-05	-1.27674369912539
chr15	80634688	80635890	Merged-chr15-80635024-57	Mir6957	3.67641964213641e-05	-0.611821800376787
chr17	46444829	46445453	Merged-chr17-46445180-19	Slc22a7	3.67641964213641e-05	-1.23992724116923
chr6	100195787	100196590	Merged-chr6-100196182-17	Rybp	3.70790401959511e-05	-1.26393377618329
chr6	119812800	119813635	Merged-chr6-119813174-39	Erc1	3.74340495248543e-05	-0.99471410918994
chr2	90667101	90668546	Merged-chr2-90667899-56	Nup160	3.74715703826995e-05	-0.713834961963219
chr2	71842450	71844062	Merged-chr2-71843368-57	Pdk1	3.78217185585305e-05	-0.629137029600764
chr9	23569839	23571140	Merged-chr9-23570351-57	Bmper	3.78217185585305e-05	-0.742227496065709
chr17	27374994	27376358	Merged-chr17-27375659-50	Mir7218	3.78700986338072e-05	-0.76548281890862
chr14	47393550	47394427	Merged-chr14-47393937-34	Lgals3	3.79776738086653e-05	-1.11640209832868
chr15	31272630	31274385	Merged-chr15-31273682-57	Dap	3.80607868166443e-05	-0.561097762508323
chr18	3004278	3006384	Merged-chr18-3005164-49	Vmn1r238	3.81022289666378e-05	-2.68130691388676
chr12	91592264	91592415	Merged-chr12-91592339-1	Gtf2a1	3.87937442572629e-05	-3.08430934845015
chr2	166480760	166481928	Merged-chr2-166481113-50	5031425F14Rik	3.89897117007583e-05	-0.833148087456015
chr10	84554409	84554967	Merged-chr10-84554685-21	Platr7	3.92817464893808e-05	-1.47231079053115
chr19	25051111	25053723	Merged-chr19-25052638-57	Dock8	3.93020402320175e-05	-0.50117565755809
chr6	83757484	83758662	Merged-chr6-83758285-52	1700124L16Rik	3.96976941802295e-05	-0.836145598919546
chr6	85408473	85411460	Merged-chr6-85410206-93	Noto	3.98436662929608e-05	-0.457771503960372
chr1	36132351	36135584	Merged-chr1-36134135-54	Mir6897	4.03370832024246e-05	-0.531837138353277
chr2	167804459	167806254	Merged-chr2-167805254-57	A530013C23Rik	4.05465696126518e-05	-0.504474929985295
chr3	148555241	148555831	Merged-chr3-148555546-8	Adgrl2	4.08135492807159e-05	-2.05112966049487
chr7	19588885	19591029	Merged-chr7-19589914-57	Zfp296	4.13529397753198e-05	-0.596931865864747
chr1	105434717	105436485	Merged-chr1-105435172-59	Rnf152	4.1389316836989e-05	-0.64627417282762
chr10	49788117	49789316	Merged-chr10-49788642-42	Grik2	4.13936036554031e-05	-0.940487954879934
chr4	152119205	152121387	Merged-chr4-152120668-27	Tnfrsf25	4.19101350206972e-05	-0.584284198434912
chr9	112207689	112208830	Merged-chr9-112208044-55	Arpp21	4.31859530220352e-05	-0.726778761305968
chr17	24674257	24674671	Merged-chr17-24674474-2	Zfp598	4.32894742276976e-05	-1.06904105342902
chr8	33606150	33610176	Merged-chr8-33608340-66	Ppp2cb	4.41986678045053e-05	-0.461074894848744
chr7	43392100	43393132	Merged-chr7-43392624-52	Siglecg	4.42159721093227e-05	-1.07209758909786
chr16	94627733	94629636	Merged-chr16-94628873-29	Dyrk1a	4.43769214900188e-05	-0.683986834755154
chr15	11969033	11969493	Merged-chr15-11969219-13	1700047G03Rik	4.44465146162119e-05	-1.38935837335223
chr9	36894723	36895385	Merged-chr9-36895148-29	Fez1	4.48292843350581e-05	-0.992475156956071
chr8	110629159	110631388	Merged-chr8-110630247-59	Vac14	4.48961910432665e-05	-0.558964443330812
chr6	120473212	120474183	Merged-chr6-120473748-47	Il17ra	4.57745222002113e-05	-0.88252199059223
chr12	101821270	101822172	Merged-chr12-101821756-21	Fbln5	4.58957210154036e-05	-0.826229787142962
chr5	147747616	147748790	Merged-chr5-147748248-51	Flt1	4.61158357290533e-05	-0.851825077573606
chr18	61032906	61034720	Merged-chr18-61033657-47	Cdx1	4.64552394557785e-05	-0.639906566051545
chr7	141387911	141388214	Merged-chr7-141388074-2	Taldo1	4.65617960947055e-05	-1.2838439129909
chr4	63561892	63562777	Merged-chr4-63562324-40	Tmem268	4.67590643828388e-05	-0.764802744591383
chr1	165674498	165675692	Merged-chr1-165675360-52	Rcsd1	4.68376485529743e-05	-0.767812660937192
chr11	116237026	116238909	Merged-chr11-116238197-54	Evpl	4.71591084993343e-05	-0.934185327893539
chr6	134796171	134796831	Merged-chr6-134796521-32	1700055D16Rik	4.80734752575118e-05	-0.754312048514669
chr5	24812482	24815029	Merged-chr5-24813956-63	Rheb	4.82097868397144e-05	-0.53727797649089
chr10	60217733	60220383	Merged-chr10-60219025-57	Chst3	4.82561729677245e-05	-0.54690396770532
chr15	86083110	86084282	Merged-chr15-86083651-48	Gramd4	4.88909650788958e-05	-0.727572157089821
chr15	36895809	36896915	Merged-chr15-36896512-41	Ywhaz	4.89311358160879e-05	-0.815556000724696
chr10	60273354	60274288	Merged-chr10-60273921-30	Psap	4.92148750725594e-05	-1.06941993140701
chr9	121918620	121919987	Merged-chr9-121919265-57	Cyp8b1	4.96009962367691e-05	-0.748101660584925
chr18	57351786	57352824	Merged-chr18-57352473-26	Prrc1	4.97898385608271e-05	-1.08132866891785
chr10	62546746	62547299	Merged-chr10-62546999-12	Srgn	4.99800804938754e-05	-1.40861621333651
chr2	33568572	33570958	Merged-chr2-33569451-53	Lmx1b	5.04354601547462e-05	-0.588553018283458
chr15	73741812	73744139	Merged-chr15-73743240-51	Ptp4a3	5.06731356133962e-05	-0.588139160418159
chr5	125264551	125265156	Merged-chr5-125264831-24	Scarb1	5.06904683002269e-05	-1.21409317568895
chr17	65635209	65636553	Merged-chr17-65635886-57	Txndc2	5.14144607293639e-05	-0.665339727246251
chr10	93190106	93192055	Merged-chr10-93191107-55	Mir1931	5.14144607293639e-05	-0.701701147354343
chr5	118069055	118070144	Merged-chr5-118069511-56	Tesc	5.17013751626924e-05	-0.565118531097714
chr5	113836946	113837511	Merged-chr5-113837186-21	Selplg	5.19097019104299e-05	-1.59880328058779
chr15	99120845	99121179	Merged-chr15-99120991-3	Spats2	5.23868634420225e-05	-1.80526563656768
chr15	34836971	34838595	Merged-chr15-34837559-56	Kcns2	5.29950680982501e-05	-0.65197166195861
chr12	8969435	8970517	Merged-chr12-8970037-32	Wdr35	5.34893772438034e-05	-1.07773621284793
chr11	109467286	109468446	Merged-chr11-109468239-39	Slc16a6	5.41758844147912e-05	-0.747751758946777
chr3	89448330	89450096	Merged-chr3-89449377-56	Pmvk	5.4833117604924e-05	-0.644092565174866
chr5	113620542	113621789	Merged-chr5-113621178-50	Cmklr1	5.48744880962762e-05	-0.926483258603542
chr9	108117381	108117830	Merged-chr9-108117600-2	4930447F24Rik	5.48744880962762e-05	-1.30780718640346
chr5	147362770	147363660	Merged-chr5-147363230-57	Flt3	5.4920139980684e-05	-0.694205142687238
chr17	87368081	87368316	Merged-chr17-87368198-1	Stpg4	5.51501404171109e-05	-2.8724930795186
chr8	69189003	69190191	Merged-chr8-69189447-23	Lzts1	5.51901608225668e-05	-0.757632213850814
chr19	5734505	5734780	Merged-chr19-5734641-2	Znrd2	5.53810583982183e-05	-2.33559696521765
chr18	54838804	54839681	Merged-chr18-54839214-32	Zfp608	5.57251918380478e-05	-1.34224631927204
chr18	33907612	33908573	Merged-chr18-33908219-56	Epb41l4a	5.57493074743937e-05	-0.592338682723868
chr5	141043709	141045896	Merged-chr5-141044437-57	Card11	5.57809459478202e-05	-0.445515628130989
chr8	54507311	54510148	Merged-chr8-54508609-110	Spcs3	5.59141018961887e-05	-0.464148409887497
chr5	37066214	37068051	Merged-chr5-37067265-57	Jakmip1	5.6299946385045e-05	-0.637794207601714
chr4	115849094	115850158	Merged-chr4-115849569-10	Mknk1	5.6621466856158e-05	-0.964761879023755
chr11	69557638	69557949	Merged-chr11-69557793-1	Efnb3	5.70657601796361e-05	-2.01773186975396
chr16	31938659	31939256	Merged-chr16-31938959-35	Pigz	5.71679010239021e-05	-0.844311108812211
chr18	80293689	80296965	Merged-chr18-80295268-89	Pqlc1	5.76270245847512e-05	-0.547829870653973
chr1	171658550	171659158	Merged-chr1-171658863-23	Slamf7	5.76990291158079e-05	-1.14588558483267
chr6	125640425	125641108	Merged-chr6-125640706-25	Ano2	5.80603867693711e-05	-1.21270217885487
chr10	77352492	77354141	Merged-chr10-77353540-45	Adarb1	5.84498538090754e-05	-0.941532121816808
chr1	165855374	165856602	Merged-chr1-165855923-46	Cd247	5.84653326642811e-05	-0.780355940348533
chr5	112251264	112251813	Merged-chr5-112251543-19	Cryba4	5.84939058669436e-05	-1.2361066445144
chr16	14438211	14439915	Merged-chr16-14439274-57	Abcc1	5.92152111959472e-05	-0.424452994743146
chr10	128438665	128440831	Merged-chr10-128439730-94	Mir8105	5.94956574736585e-05	-0.441274968015345
chr4	101222906	101223719	Merged-chr4-101223283-25	Jak1	6.00509658506202e-05	-0.971178227530749
chr5	64266613	64268033	Merged-chr5-64267448-50	Tbc1d1	6.00531102154038e-05	-0.783728398922829
chr8	60919387	60921173	Merged-chr8-60920301-45	Hpf1	6.14094430295859e-05	-0.801888473563957
chr1	38601117	38602514	Merged-chr1-38601942-57	Aff3	6.18421135328206e-05	-0.559631681740346
chr8	111912638	111913652	Merged-chr8-111913087-50	Chst5	6.23047565769158e-05	-0.673323027280162
chr12	67059166	67059884	Merged-chr12-67059466-51	Mdga2	6.25259402978657e-05	-2.15632881694686
chr6	116630885	116631338	Merged-chr6-116631097-17	Zfp422	6.3351688954644e-05	-1.13671941926225
chr19	4847269	4848161	Merged-chr19-4847692-36	Ctsf	6.37781739543472e-05	-1.00511435944691
chr2	155628694	155631604	Merged-chr2-155630124-68	Mir499	6.38070432809125e-05	-0.404436374609504
chr7	96781182	96781906	Merged-chr7-96781440-25	Gm15413	6.38090222262755e-05	-1.18628343189931
chr4	100051739	100052744	Merged-chr4-100052286-56	Ror1	6.41647205039072e-05	-0.541045143005717
chr17	28024139	28027288	Merged-chr17-28025710-68	Tcp11	6.47671579706928e-05	-0.54397348545029
chr17	83306919	83308579	Merged-chr17-83307626-57	Eml4	6.48601975960925e-05	-0.50320315045815
chr9	62817070	62817812	Merged-chr9-62817440-35	Fem1b	6.51426360783482e-05	-1.14795517478018
chr9	118683989	118684969	Merged-chr9-118684482-33	Itga9	6.52407093847201e-05	-1.05393703327098
chr16	50694152	50694434	Merged-chr16-50694292-3	Mir6363	6.52554515159591e-05	-2.22582888238653
chr4	142077158	142078329	Merged-chr4-142077989-45	Tmem51os1	6.59554324248782e-05	-0.684339919378756
chr7	98125299	98126212	Merged-chr7-98125721-25	Myo7a	6.59856812537446e-05	-1.24086410725955
chr5	105706515	105707214	Merged-chr5-105706831-41	Lrrc8d	6.61635405352538e-05	-0.978693289406521
chr10	81484053	81486334	Merged-chr10-81484829-53	Celf5	6.62157340592472e-05	-0.6514414306464
chr11	23167835	23169173	Merged-chr11-23168728-50	1700061J23Rik	6.62822097900138e-05	-0.630371860432973
chr5	139403364	139405852	Merged-chr5-139404494-55	C130050O18Rik	6.64716070890951e-05	-0.494044565103198
chr19	55084670	55086383	Merged-chr19-55085501-39	Gpam	6.64716070890951e-05	-0.794620086772751
chr9	52229099	52230426	Merged-chr9-52229837-57	Zc3h12c	6.665292473678e-05	-0.870718491543757
chr19	10244101	10244605	Merged-chr19-10244339-5	Myrf	6.69650404953148e-05	-1.2079053827033
chr10	75429114	75430224	Merged-chr10-75429688-57	4933407G14Rik	6.70356516265013e-05	-0.70704859619312
chr11	95577530	95578960	Merged-chr11-95578110-54	Ngfr	6.73996951867947e-05	-0.639951798925693
chr9	44420124	44420783	Merged-chr9-44420460-26	Ccdc84	6.77561416446926e-05	-1.24572733618478
chr6	87540755	87542483	Merged-chr6-87541658-57	Arhgap25	6.7822830876639e-05	-0.511463168697896
chr8	86909999	86911490	Merged-chr8-86910497-45	N4bp1	6.7846597681114e-05	-0.829302418884674
chr18	81571449	81572651	Merged-chr18-81572123-49	Mir5127	6.82768354489823e-05	-1.05131403572402
chr10	91228883	91230756	Merged-chr10-91229544-44	4930534H03Rik	6.82768354489823e-05	-0.693416552500093
chr1	191197791	191199348	Merged-chr1-191198228-53	Atf3	6.94971370293417e-05	-0.678994862785998
chr7	143157936	143158307	Merged-chr7-143158121-1	Kcnq1	6.96273205940223e-05	-1.62966726554576
chr12	100924576	100927307	Merged-chr12-100925811-62	Gpr68	6.97284623692172e-05	-0.727683690930254
chr19	53368673	53370562	Merged-chr19-53369871-54	Smndc1	7.05612116554276e-05	-0.581514594286794
chr16	10979105	10980239	Merged-chr16-10979653-57	Litaf	7.10214030117137e-05	-0.52839040871276
chr7	140877242	140877786	Merged-chr7-140877578-14	Sirt3	7.17466404803225e-05	-0.784147898305345
chr5	65415280	65416440	Merged-chr5-65415874-27	Ugdh	7.18032771105531e-05	-0.870949303174069
chr8	117507549	117508235	Merged-chr8-117507870-24	Plcg2	7.19090386248489e-05	-1.26363343817641
chr14	14639373	14641215	Merged-chr14-14640364-57	Slc4a7	7.34086241751429e-05	-0.518358387300193
chr2	24761496	24763889	Merged-chr2-24762599-57	Cacna1b	7.35958699647676e-05	-0.456673545512594
chr19	26665875	26666962	Merged-chr19-26666425-42	Smarca2	7.36666919386323e-05	-0.854430811279913
chr9	57271924	57273612	Merged-chr9-57272958-52	1700017B05Rik	7.3909836894447e-05	-0.521562800913804
chr8	106932450	106933113	Merged-chr8-106932740-25	Sntb2	7.44364094555012e-05	-0.791528654722917
chr6	29394599	29394927	Merged-chr6-29394763-1	Ccdc136	7.44364094555012e-05	-2.61154009123923
chr8	45337112	45337371	Merged-chr8-45337241-1	Cyp4v3	7.5225577868402e-05	-1.62144612050004
chr11	102610944	102612403	Merged-chr11-102611684-38	Fzd2	7.62268138612373e-05	-0.768483364058902
chr5	107055022	107055900	Merged-chr5-107055464-47	Cdc7	7.62577161131708e-05	-0.92329548656128
chr11	53462942	53464508	Merged-chr11-53463751-58	Shroom1	7.69510544084363e-05	-0.605217175686745
chr11	120765916	120768568	Merged-chr11-120767326-56	Rfng	7.72822797273445e-05	-0.727161573152854
chr5	25738471	25738765	Merged-chr5-25738624-2	Actr3b	7.83125480852456e-05	-1.90291842771295
chr15	59720381	59722775	Merged-chr15-59721415-57	Trib1	7.85129386244023e-05	-0.379626848095805
chr9	121676746	121677924	Merged-chr9-121677329-54	Sec22c	7.89202869793714e-05	-0.63585772516912
chr2	173227644	173227932	Merged-chr2-173227786-2	Zbp1	7.9061560540417e-05	-1.75267665982243
chr5	140735383	140737497	Merged-chr5-140736041-56	Amz1	7.92417564413123e-05	-0.517516160979301
chr15	75430074	75432340	Merged-chr15-75431232-58	9030619P08Rik	7.97418683200063e-05	-0.436091079679367
chr8	34207533	34208848	Merged-chr8-34208168-57	Mir6395	8.05202612206522e-05	-0.511483457477012
chr4	117356041	117357383	Merged-chr4-117356460-45	Rnf220	8.06178687949293e-05	-0.789367423845189
chr9	67549654	67550591	Merged-chr9-67550171-30	Tln2	8.1082565169329e-05	-1.07873782148025
chr14	54230859	54231496	Merged-chr14-54231240-4	Dad1	8.11796556836218e-05	-1.46754914839744
chr18	53842138	53842580	Merged-chr18-53842350-4	Csnk1g3	8.17581755502807e-05	-1.82890928676063
chr2	181391822	181393419	Merged-chr2-181392791-57	Slc2a4rg-ps	8.17608591968789e-05	-0.569051529094125
chr17	87608739	87609650	Merged-chr17-87609068-16	Epcam	8.26826701287599e-05	-0.981004097662813
chr6	51913778	51914080	Merged-chr6-51913929-1	Skap2	8.28741671322854e-05	-1.57624172015354
chr11	115257318	115258969	Merged-chr11-115258221-49	Grin2c	8.3064021130421e-05	-0.738637639416228
chr1	17033454	17034897	Merged-chr1-17034081-40	Jph1	8.32581726143939e-05	-0.970731692371213
chr11	5015454	5016248	Merged-chr11-5015859-31	Ap1b1	8.3536580603574e-05	-0.959176560653518
chr4	136892372	136895237	Merged-chr4-136893776-65	C1qc	8.4469810653691e-05	-0.566272270554036
chr3	59127072	59127582	Merged-chr3-59127261-15	P2ry14	8.52932558065753e-05	-1.34180020363888
chr10	10487152	10488895	Merged-chr10-10488024-39	Adgb	8.55749835241224e-05	-0.687906462778676
chr9	58329869	58330938	Merged-chr9-58330404-41	Loxl1	8.59926852879912e-05	-0.719875421000198
chr12	85284294	85284687	Merged-chr12-85284464-11	Acyp1	8.69369840789117e-05	-2.24638324538633
chr6	51279891	51280725	Merged-chr6-51280368-47	Mir148a	8.69415846897985e-05	-1.02274472654722
chr17	46624010	46624747	Merged-chr17-46624379-32	Ptk7	8.71560818051276e-05	-0.861958656943164
chrY	11858082	11858337	Merged-chrY-11858198-14	Gm20877	8.72885027841729e-05	-4.78202550154772
chr6	129494670	129495381	Merged-chr6-129495077-43	Olr1	8.73117761421629e-05	-1.06905587115635
chr10	42220092	42221826	Merged-chr10-42220787-50	Foxo3	8.77281142603384e-05	-0.821676748335415
chr4	137882778	137884483	Merged-chr4-137883784-57	Ece1	8.86857206414254e-05	-0.65866909242768
chr1	182519892	182520453	Merged-chr1-182520226-11	Capn2	8.92609659421664e-05	-1.50902464675451
chr13	37843575	37846170	Merged-chr13-37844699-91	Rreb1	8.92793976551132e-05	-0.445138380550915
chr17	67346646	67347728	Merged-chr17-67347211-29	Ptprm	9.00503488605404e-05	-1.01679015689437
chr16	91451660	91453032	Merged-chr16-91452378-57	A930006K02Rik	9.06296501117591e-05	-0.579363687446265
chr2	31763084	31763757	Merged-chr2-31763489-28	Abl1	9.136596563547e-05	-0.925043464778198
chr10	81229862	81231375	Merged-chr10-81230951-42	Atcay	9.17297421388712e-05	-0.764838182396971
chr13	59655990	59657612	Merged-chr13-59656770-57	Golm1	9.20657165189447e-05	-0.609386658670626
chr5	139355173	139359026	Merged-chr5-139356797-90	Cyp2w1	9.23219690185138e-05	-0.522702671054364
chr1	191900144	191901371	Merged-chr1-191900767-50	Slc30a1	9.2629242916167e-05	-0.928812964628966
chr15	101118371	101119690	Merged-chr15-101118750-48	Ankrd33	9.26784611059655e-05	-0.87360967321811
chr5	122513683	122514921	Merged-chr5-122514345-52	Atp2a2	9.2773273623513e-05	-0.645136919540163
chr1	86233222	86235274	Merged-chr1-86234037-57	B3gnt7	9.2827734960383e-05	-0.584614256740741
chr1	86228076	86229989	Merged-chr1-86228939-57	B3gnt7	9.30029271302627e-05	-0.576795320862269
chr6	88121857	88122505	Merged-chr6-88122084-24	Mir6376	9.30308409500473e-05	-1.25288133494525
chr3	123440357	123441647	Merged-chr3-123440903-51	Prss12	9.342406720383e-05	-0.762343311413471
chr11	87758403	87760922	Merged-chr11-87760061-43	Tspoap1	9.35324368853171e-05	-0.507477860135735
chr17	29175472	29177293	Merged-chr17-29176719-41	Cpne5	9.39384456457684e-05	-0.71232599025817
chr11	78169007	78169666	Merged-chr11-78169317-23	Traf4	9.41130477181314e-05	-0.8843599036953
chr8	104218783	104220956	Merged-chr8-104219599-58	Tk2	9.46036254744208e-05	-0.467783869536492
chr1	134638105	134639386	Merged-chr1-134638604-37	Syt2	9.47392431549676e-05	-0.816075091067455
chr4	106865016	106865872	Merged-chr4-106865498-29	Ssbp3	9.51911522607149e-05	-0.835643185454935
chr17	26628488	26628717	Merged-chr17-26628602-1	Atp6v0e	9.69784580651167e-05	-2.44171799457641
chr2	166078756	166084068	Merged-chr2-166080961-95	Sulf2	9.70624193820214e-05	-0.356147502513523
chr3	81963387	81964537	Merged-chr3-81963936-46	Tdo2	9.71720571580378e-05	-0.690021331972235
chr11	98049771	98050804	Merged-chr11-98050216-28	Stac2	9.72878228300846e-05	-0.844813640971538
chr5	118047151	118049589	Merged-chr5-118048667-60	Tesc	9.77412621711944e-05	-0.453447215978357
chr13	56762749	56763178	Merged-chr13-56762963-1	Smad5	9.87941730178728e-05	-1.51823409192462
chr15	82911389	82912668	Merged-chr15-82911981-45	Tcf20	9.94138539011427e-05	-0.932580621530473
chr15	80258456	80258683	Merged-chr15-80258569-1	Atf4	9.98952411296749e-05	-1.65922059254066
