Chr	Start	End	Location	Gene.Name	padj_Old_CD49bneg_vs_Juvenile_CD49bpos	log2FoldChange_Old_CD49bneg_vs_Juvenile_CD49bpos
chr13	78482772	78484170	Merged-chr13-78483499-42	Nr2f1	3.97408607607639e-06	0.651050119483455
chr15	69035411	69036709	Merged-chr15-69036086-29	Khdrbs3	4.02694610232761e-06	1.04828556229551
chr2	146197545	146198777	Merged-chr2-146198098-57	Insm1	4.05636840176315e-06	0.594632765864504
chr5	18358358	18361369	Merged-chr5-18360238-55	Gnai1	4.07564691346418e-06	0.380214575153717
chr4	55530052	55534031	Merged-chr4-55531824-61	Klf4	4.0899539439109e-06	0.322556962173445
chr15	79544624	79547409	Merged-chr15-79546391-61	Ddx17	4.11029441276594e-06	0.330472551713448
chr13	54186011	54189216	Merged-chr13-54187521-102	Hrh2	4.11029441276594e-06	0.424837366421564
chr16	32436596	32437112	Merged-chr16-32436800-40	Pcyt1a	4.1345761935332e-06	0.808844332623449
chr8	60953878	60955173	Merged-chr8-60954636-51	Clcn3	4.1422765022328e-06	0.492455167990446
chr3	30329811	30331224	Merged-chr3-30330492-45	Mecom	4.14711272842606e-06	0.589826229937867
chr13	113793808	113795762	Merged-chr13-113794706-57	Arl15	4.17131491794562e-06	0.342478363901268
chr6	131382053	131383234	Merged-chr6-131382633-10	Ybx3	4.17903479653879e-06	1.05637695093927
chr13	3749037	3751807	Merged-chr13-3750594-55	Calml3	4.18483796403374e-06	0.773397322112963
chr16	95902859	95904270	Merged-chr16-95903550-36	1600002D24Rik	4.20627696253159e-06	0.943997988203178
chr6	52232025	52235255	Merged-chr6-52233870-67	Hoxa10	4.2174628752311e-06	0.387243726617388
chr9	58553784	58556432	Merged-chr9-58555145-49	Cd276	4.22205633153075e-06	0.587879637281954
chr14	18001602	18002769	Merged-chr14-18002178-49	Thrb	4.27016915684129e-06	0.554751240934224
chr11	60174490	60178114	Merged-chr11-60176467-57	Mir6921	4.35670671141814e-06	0.337110772239391
chr6	65582630	65583643	Merged-chr6-65583142-34	Tnip3	4.38880297037687e-06	0.527258561094183
chr5	121214689	121216502	Merged-chr5-121215681-56	Hectd4	4.39684450756726e-06	0.653883482968779
chr1	10990678	10991825	Merged-chr1-10991073-45	Prex2	4.42249751856126e-06	0.668104476077698
chr11	12280423	12281301	Merged-chr11-12280885-30	Cobl	4.44033889171222e-06	1.20540050253929
chr6	91488589	91489644	Merged-chr6-91489028-56	Tmem43	4.50722731670137e-06	0.589030153264373
chr7	44588068	44591663	Merged-chr7-44590212-98	Kcnc3	4.5378887003357e-06	0.349925934745177
chr17	33977902	33979414	Merged-chr17-33978840-57	H2-K2	4.57384016642669e-06	0.379506643687604
chr1	180188963	180189202	Merged-chr1-180189072-2	Coq8a	4.6315759817875e-06	2.71410051775381
chr11	68091738	68092832	Merged-chr11-68092304-31	Stx8	4.66203462250897e-06	0.86570164661584
chr9	60230589	60232768	Merged-chr9-60232113-33	Thsd4	4.71909402793836e-06	0.72111382914496
chr14	100414838	100416493	Merged-chr14-100415489-46	Klf12	4.78357140208264e-06	0.667752327120568
chr8	81302123	81302981	Merged-chr8-81302469-23	Inpp4b	4.78829142107317e-06	1.14406052124215
chr5	64078683	64079965	Merged-chr5-64079494-35	Pgm1	4.79367695799096e-06	0.899299048587296
chr11	17856045	17857325	Merged-chr11-17856750-26	Etaa1	4.79519403156598e-06	1.05515778001654
chr1	97976180	97978444	Merged-chr1-97977062-57	B230216N24Rik	4.8903014794006e-06	0.569279738374788
chr11	79059250	79060571	Merged-chr11-79060135-36	Ksr1	4.89405360583519e-06	0.852274274224227
chr17	24214308	24214802	Merged-chr17-24214529-2	Ntn3	4.90069806147456e-06	1.74056773424853
chrX	102338789	102340114	Merged-chrX-102339486-36	Gm14858	4.93013602208205e-06	0.767751510403079
chr7	19471768	19474890	Merged-chr7-19473456-70	Exoc3l2	4.93312681437472e-06	0.387828194829076
chr12	77056684	77057411	Merged-chr12-77057059-45	Max	4.94785882246779e-06	0.680452068791538
chr10	96434912	96435778	Merged-chr10-96435371-29	Btg1	4.95641724613265e-06	1.16618036038798
chr17	33919012	33921146	Merged-chr17-33920128-57	Tapbp	4.97558310180411e-06	0.362049424678677
chr15	35062985	35065572	Merged-chr15-35064198-63	Stk3	5.07231788844074e-06	0.623363012529604
chr4	97771604	97773696	Merged-chr4-97772712-61	Nfia	5.07609825230427e-06	0.402851696442123
chr11	3514115	3515817	Merged-chr11-3514820-57	Selenom	5.09068263564533e-06	0.520698878589883
chr1	78553575	78554859	Merged-chr1-78554297-45	Mogat1	5.09294211578076e-06	0.753535794942615
chr9	59012763	59016622	Merged-chr9-59014552-63	Neo1	5.10954363178596e-06	0.634409244895722
chr5	37715256	37718172	Merged-chr5-37717159-36	Stk32b	5.14192856137181e-06	0.531477017988691
chr6	30712005	30713258	Merged-chr6-30712674-26	Cep41	5.14322518555661e-06	1.06374954686225
chr8	78544257	78546018	Merged-chr8-78545089-37	Slc10a7	5.14896551205113e-06	0.753588729635207
chr1	155243733	155245675	Merged-chr1-155244582-57	BC034090	5.20588589216752e-06	0.507110736571527
chr2	119995165	119996659	Merged-chr2-119996028-55	Mir7665	5.27106032603329e-06	0.474601950462931
chr10	75780488	75781875	Merged-chr10-75781136-57	Gstt3	5.27150314395153e-06	0.510304891401249
chr5	99541011	99542691	Merged-chr5-99541817-38	A930011G23Rik	5.27823128372578e-06	0.67557499335565
chr2	24865823	24867319	Merged-chr2-24866317-27	Ehmt1	5.32002227552846e-06	0.822010912578024
chr5	134312676	134316073	Merged-chr5-134314296-57	Gtf2i	5.32109344846158e-06	0.294273400877896
chr4	138972019	138973998	Merged-chr4-138973007-57	Tmco4	5.36211291294509e-06	0.3720341310897
chr17	47842011	47843236	Merged-chr17-47842477-57	Mdfi	5.36716647768671e-06	0.514442738815368
chr12	110698095	110699256	Merged-chr12-110698726-50	Hsp90aa1	5.36716647768671e-06	0.413011471025206
chr4	133688179	133688876	Merged-chr4-133688549-18	Pigv	5.44220458028215e-06	1.06951229480785
chr6	58639555	58641633	Merged-chr6-58640577-57	Abcg2	5.49700865436285e-06	0.467416045877365
chr2	60123016	60127044	Merged-chr2-60125107-63	Baz2b	5.57170421537552e-06	0.369616715863845
chr11	114850465	114853327	Merged-chr11-114851802-57	Gprc5c	5.5797588821583e-06	0.471972620535867
chr14	40681157	40682407	Merged-chr14-40681836-34	Sh2d4b	5.64083143698262e-06	0.875802235659653
chr4	131914555	131915456	Merged-chr4-131915162-17	Gm12992	5.66279203564313e-06	0.654664631492269
chr4	59395184	59396538	Merged-chr4-59395684-56	Susd1	5.66279203564313e-06	0.643136789113883
chr15	59646345	59650940	Merged-chr15-59648509-62	Trib1	5.68414867282972e-06	0.318156656219555
chr18	52749416	52751318	Merged-chr18-52750385-58	Sncaip	5.75382728635366e-06	0.43486928339029
chr2	79172503	79173996	Merged-chr2-79173250-31	Itga4	5.77084111409333e-06	1.10380123897383
chr8	120415956	120417538	Merged-chr8-120416922-57	Gse1	5.78966119104017e-06	0.353228861177474
chr17	84185803	84188989	Merged-chr17-84187740-60	Zfp36l2	5.84367060350075e-06	0.335810071695872
chr7	126597586	126598064	Merged-chr7-126597784-21	Il27	5.90030376437683e-06	0.986489321285332
chr5	74092491	74093928	Merged-chr5-74093127-57	Dancr	5.95419331016428e-06	0.375838909306533
chr11	55076377	55078927	Merged-chr11-55077745-57	Ccdc69	6.05290945992269e-06	0.443853852457739
chr7	79949675	79951169	Merged-chr7-79950328-39	Arpin	6.07380350676347e-06	0.734296721409691
chr11	36035947	36037021	Merged-chr11-36036535-34	Wwc1	6.10536531064376e-06	0.729432254593093
chr7	107726163	107727990	Merged-chr7-107727371-27	Cyb5r2	6.1125695641273e-06	0.839122259219904
chr9	60215959	60216458	Merged-chr9-60216265-6	Thsd4	6.11323580161185e-06	1.87327279188332
chr5	31669776	31670770	Merged-chr5-31670290-18	Mir3473e	6.14922169664889e-06	1.25159821142524
chr19	50652418	50653795	Merged-chr19-50653005-31	Sorcs1	6.15433627612523e-06	0.717438349201941
chr11	117482024	117483693	Merged-chr11-117482896-54	Gm11733	6.17685591993798e-06	0.5327533798745
chr12	16999078	17002769	Merged-chr12-17000867-78	Pqlc3	6.23378648025812e-06	0.369145504254707
chr1	39196620	39197311	Merged-chr1-39196943-49	Npas2	6.2349068120017e-06	0.811727877593655
chr8	104601664	104603410	Merged-chr8-104602671-57	Pdp2	6.29975909245351e-06	0.40661324718742
chr12	78205709	78206987	Merged-chr12-78206258-57	Gphn	6.32751569612829e-06	0.691289210150926
chr11	96624387	96624642	Merged-chr11-96624514-1	Snx11	6.36352904507976e-06	1.45833488784129
chr1	162186344	162187875	Merged-chr1-162187098-50	Dnm3os	6.38765287197014e-06	0.650991967989375
chr19	10688037	10690049	Merged-chr19-10688859-57	Vps37c	6.39118033781095e-06	0.41179263607832
chr11	5520208	5522384	Merged-chr11-5521419-58	Xbp1	6.48743291330862e-06	0.298552753250691
chr16	91173652	91176042	Merged-chr16-91174503-51	Olig2	6.49197947178476e-06	0.462620507341253
chr2	93975802	93977633	Merged-chr2-93976680-57	Alkbh3os1	6.4926090209195e-06	0.408475332449635
chr8	78271018	78272300	Merged-chr8-78271518-34	Ttc29	6.51212829992076e-06	0.663250097971028
chr10	56435287	56438234	Merged-chr10-56437029-50	Gm36595	6.5203398324257e-06	0.550980015378593
chr14	27350922	27352315	Merged-chr14-27351600-57	Arhgef3	6.53650349764317e-06	0.485051540426743
chr5	138226356	138228991	Merged-chr5-138227526-57	Nxpe5	6.54977473527489e-06	0.42766213357416
chr16	78575716	78577784	Merged-chr16-78576769-57	D16Ertd472e	6.56024115982009e-06	0.348774240231347
chr10	59577623	59579114	Merged-chr10-59578328-57	Mcu	6.56267631344882e-06	0.57492357786735
chr16	23456329	23456856	Merged-chr16-23456654-7	Rtp1	6.56324305155747e-06	1.27970313174325
chr10	30627262	30628071	Merged-chr10-30627671-44	Hint3	6.59696792901489e-06	0.734437705097041
chr2	38318824	38320116	Merged-chr2-38319388-55	Lhx2	6.69242414917174e-06	0.55581761900116
chr2	152092474	152094119	Merged-chr2-152093379-56	Scrt2	6.75941454149452e-06	0.577753703201994
chr19	32409565	32410537	Merged-chr19-32409928-44	2700046G09Rik	6.75941454149452e-06	0.74954153261753
chr1	163443404	163444905	Merged-chr1-163444095-57	Gorab	6.80836697298766e-06	0.640137241831292
chr17	46781832	46783607	Merged-chr17-46782854-57	Rpl7l1	6.8087508950973e-06	0.357536687646651
chr15	96734045	96734831	Merged-chr15-96734528-30	Slc38a2	6.88871403954328e-06	1.0955194161515
chr8	68368288	68370123	Merged-chr8-68368947-50	1700125H03Rik	6.90118948832479e-06	0.683983520832448
chr17	72965578	72967672	Merged-chr17-72966700-58	Lbh	6.9082579145964e-06	0.595778119948664
chr9	29411247	29413191	Merged-chr9-29412199-39	Ntm	6.93073170838006e-06	0.646266480702479
chr11	19025811	19027882	Merged-chr11-19027054-57	Meis1	6.95034927252243e-06	0.451179349268721
chr5	135962023	135963626	Merged-chr5-135962926-57	Ssc4d	7.03246034681095e-06	0.36670514034172
chr1	134072753	134073868	Merged-chr1-134073321-38	Btg2	7.03246034681095e-06	0.598478489571422
chr19	17321551	17324047	Merged-chr19-17322558-67	Gcnt1	7.08193904599086e-06	0.465651234429097
chr5	43217904	43219254	Merged-chr5-43218454-53	Cpeb2	7.08193904599086e-06	0.728682317061972
chr12	109441024	109442083	Merged-chr12-109441506-57	Dlk1	7.10299419662035e-06	0.420325638492777
chr18	6134945	6138049	Merged-chr18-6136299-62	Arhgap12	7.11299582227741e-06	0.365215164588259
chr4	13091928	13094081	Merged-chr4-13093284-41	Triqk	7.13795292072457e-06	0.626162526651933
chr7	123365462	123366494	Merged-chr7-123366006-56	Arhgap17	7.13995083547832e-06	0.48232458170224
chr2	121368611	121370053	Merged-chr2-121369385-17	Ckmt1	7.15024541480143e-06	1.15091628920072
chr16	77882862	77883184	Merged-chr16-77883009-4	Mir125b-2	7.16556639849658e-06	2.6637248347115
chr15	97906771	97909282	Merged-chr15-97908068-57	Vdr	7.1831574689722e-06	0.413869150970942
chr4	70763942	70764891	Merged-chr4-70764294-27	Megf9	7.18746617304891e-06	1.47731276708832
chr13	109440255	109441846	Merged-chr13-109441022-57	Mir582	7.23060423724637e-06	0.449924631672924
chr7	110767735	110769779	Merged-chr7-110768906-57	Ampd3	7.24156897244823e-06	0.404310797944678
chr1	43310315	43311942	Merged-chr1-43311240-42	Fhl2	7.27049580388391e-06	0.612675599786939
chr12	24878660	24879429	Merged-chr12-24879093-13	Mboat2	7.28258162018982e-06	1.44451004979834
chr11	60273092	60274324	Merged-chr11-60273536-31	Srebf1	7.34216036723427e-06	0.56169187064145
chr2	151635427	151636862	Merged-chr2-151635979-48	Snph	7.34480084958413e-06	0.922377531565824
chr12	85269974	85271616	Merged-chr12-85270563-57	Mlh3	7.34742017957799e-06	0.48257174004644
chr7	44304077	44306139	Merged-chr7-44305126-57	Clec11a	7.35253094957687e-06	0.378220451876318
chr1	171439087	171442478	Merged-chr1-171441206-87	F11r	7.3770746175545e-06	0.329781507459456
chr6	134700126	134701509	Merged-chr6-134700964-57	Borcs5	7.48589677935254e-06	0.666736457005755
chr19	10059795	10060559	Merged-chr19-10060169-26	Fads3	7.5077504577026e-06	0.807490707706094
chr13	110991757	110992644	Merged-chr13-110992258-18	4930526H09Rik	7.55867696643343e-06	1.02904374041509
chr9	85095066	85095806	Merged-chr9-85095453-18	Tent5a	7.58878712004952e-06	1.2822809250056
chr4	114651453	114653356	Merged-chr4-114652564-57	Gm12830	7.58928977092232e-06	0.570599420876773
chr6	42299030	42300063	Merged-chr6-42299561-57	Clcn1	7.61430143452549e-06	0.568291117876798
chr11	115910971	115912981	Merged-chr11-115911882-57	Smim6	7.61948302317955e-06	0.305577931484504
chr2	136678076	136680916	Merged-chr2-136679345-54	Snap25	7.62678572224486e-06	0.484678053934195
chr3	145657033	145657220	Merged-chr3-145657126-1	Ccn1	7.63411474587835e-06	2.14343658985207
chr8	121650136	121654026	Merged-chr8-121651757-86	Zcchc14	7.68055116589945e-06	0.398506427412589
chr11	86596271	86596503	Merged-chr11-86596378-2	Mir21a	7.68532943412011e-06	1.43722459306267
chr2	11515023	11516671	Merged-chr2-11515968-39	Pfkfb3	7.69209606808102e-06	0.561467336722732
chr7	66387413	66389661	Merged-chr7-66388701-57	Lrrk1	7.70707371375585e-06	0.362634400123305
chr4	126296386	126297618	Merged-chr4-126296920-55	Col8a2	7.77906988904827e-06	0.487830034304994
chr7	24111987	24113512	Merged-chr7-24112871-56	Zfp112	7.82099909193778e-06	0.540744627181192
chr4	87426617	87427259	Merged-chr4-87426951-10	Slc24a2	7.84723615025963e-06	1.70845120296672
chr8	76898884	76902657	Merged-chr8-76900762-77	Gm10649	7.89974056039879e-06	0.329139733830049
chr1	167000242	167002978	Merged-chr1-167001656-63	Fam78b	7.93096774199696e-06	0.501087246887527
chr19	33100146	33102703	Merged-chr19-33101609-58	Mir3970	7.93662993935107e-06	0.374091423138132
chr2	92370463	92371740	Merged-chr2-92371025-49	Large2	7.93897406060208e-06	0.441016819639308
chr16	94525546	94527802	Merged-chr16-94526668-57	Vps26c	7.97613101458217e-06	0.35389255366445
chr3	107931264	107932322	Merged-chr3-107931861-57	Gstm7	8.01714072781453e-06	0.580361936166983
chr10	127665772	127668926	Merged-chr10-127667550-59	1700012D01Rik	8.02338870931928e-06	0.322997170705071
chr17	6640020	6641411	Merged-chr17-6640829-51	Dynlt1c	8.03509090544775e-06	0.572248032217774
chr7	29230613	29230924	Merged-chr7-29230768-1	Kcnk6	8.06110410750226e-06	1.36951426432434
chr1	58801970	58804030	Merged-chr1-58802915-57	Casp8	8.13003229209227e-06	0.463604498542032
chr8	127570728	127571980	Merged-chr8-127571388-23	Pard3	8.17075488293827e-06	0.997906662935552
chr5	114174722	114176673	Merged-chr5-114175817-57	Acacb	8.17126889879114e-06	0.349755202957206
chr5	107758739	107760699	Merged-chr5-107759432-51	Gfi1	8.17126889879114e-06	0.448300641275616
chr2	25620285	25622466	Merged-chr2-25621589-57	Tmem141	8.23417919321046e-06	0.450580310789831
chr11	116093469	116097038	Merged-chr11-116094986-106	Wbp2	8.2704452035206e-06	0.448826718808099
chr13	47667084	47668263	Merged-chr13-47667609-42	4930471G24Rik	8.29221218407276e-06	0.706646712447022
chr5	67990162	67991049	Merged-chr5-67990610-21	Grxcr1	8.29221218407276e-06	1.32138490694916
chr4	138554722	138556379	Merged-chr4-138555502-29	Vwa5b1	8.31292473605141e-06	0.722624955990102
chr5	24989319	24990789	Merged-chr5-24989880-48	Prkag2	8.362175370828e-06	0.45251586612259
chr2	11534632	11536208	Merged-chr2-11535464-57	Pfkfb3	8.37824363745675e-06	0.415073024535407
chr2	166029267	166031962	Merged-chr2-166030945-58	Ncoa3	8.4241813943675e-06	0.387605605238656
chr12	98736638	98738356	Merged-chr12-98737562-55	Ptpn21	8.42681274565835e-06	0.427159960921611
chr10	13304000	13305378	Merged-chr10-13304853-48	Phactr2	8.51787804579405e-06	0.647408639830963
chr4	44061791	44063058	Merged-chr4-44062433-57	Gne	8.56888706615924e-06	0.444964699549105
chrX	9243007	9245506	Merged-chrX-9244177-69	Xk	8.62786812950177e-06	0.509269765804916
chr4	150086763	150089561	Merged-chr4-150088015-73	Gpr157	8.65342833164018e-06	0.383090285481985
chr17	85974695	85975591	Merged-chr17-85975215-21	Srbd1	8.66877032796406e-06	1.51693314417987
chr15	55223840	55224701	Merged-chr15-55224291-18	Col14a1	8.88055097299595e-06	1.42460615632604
chr18	73502969	73505281	Merged-chr18-73504495-44	Mex3c	8.88361267769446e-06	0.728324928281492
chr10	83936779	83938068	Merged-chr10-83937418-33	Gm34184	8.96595176541536e-06	0.655556281339199
chr16	18775995	18778628	Merged-chr16-18777323-58	Cldn5	9.01078293664849e-06	0.476197440425634
chr17	69395363	69397534	Merged-chr17-69396396-57	Zbtb14	9.01428143140934e-06	0.520416433300793
chr6	16896182	16898941	Merged-chr6-16897730-84	Tfec	9.09904705965722e-06	0.59607685560299
chr12	40568703	40570192	Merged-chr12-40569556-46	Dock4	9.16884675546733e-06	0.819047717902408
chr6	31642065	31643281	Merged-chr6-31642630-55	Gm13848	9.22002780097555e-06	0.489179936071984
chr19	6529449	6529988	Merged-chr19-6529753-23	Slc22a12	9.24744718426554e-06	0.799142057744295
chr5	148808371	148810993	Merged-chr5-148809818-78	4930505K14Rik	9.31489329891821e-06	0.450117966536806
chr3	52974903	52975780	Merged-chr3-52975346-52	Cog6	9.31527083259711e-06	0.600860840440367
chr5	27205787	27207097	Merged-chr5-27206405-57	Dpp6	9.38733587105596e-06	0.430861662923423
chr2	84961108	84962082	Merged-chr2-84961568-32	Prg2	9.38733587105596e-06	0.641617584192264
chr1	39446226	39446700	Merged-chr1-39446437-7	Tbc1d8	9.42127590582511e-06	1.67931502766509
chr1	60862644	60864022	Merged-chr1-60863317-48	Ctla4	9.42257847526687e-06	0.554484910788458
chr12	99519124	99519968	Merged-chr12-99519566-37	Gm26839	9.43713908368413e-06	0.695729827622448
chr1	91022296	91024697	Merged-chr1-91023970-61	Lrrfip1	9.47253040567741e-06	0.586071726999669
chr6	47332836	47333564	Merged-chr6-47333215-19	Cntnap2	9.47787828285597e-06	0.953277560371671
chr9	5342755	5346215	Merged-chr9-5344493-76	Casp12	9.49968295814885e-06	0.611837123619705
chr10	41978322	41979667	Merged-chr10-41978936-53	Armc2	9.53998455259863e-06	0.865854078409856
chr7	113164920	113166024	Merged-chr7-113165579-9	4930543E12Rik	9.62157759912731e-06	1.2802176599033
chr19	17063527	17065336	Merged-chr19-17064347-47	Prune2	9.63384448373323e-06	0.534968415504987
chr3	151891370	151892452	Merged-chr3-151891911-29	Ptgfr	9.73346203945316e-06	0.87978433743374
chr13	55039778	55041904	Merged-chr13-55040408-57	Hk3	9.74003665546672e-06	0.510695293539592
chr6	137646876	137649965	Merged-chr6-137648494-58	Eps8	9.74003665546672e-06	0.483167384662926
chr10	111047258	111048694	Merged-chr10-111048100-43	Zdhhc17	9.77546483003367e-06	0.712698450332884
chr1	15621817	15622472	Merged-chr1-15622001-21	Terf1	9.77828695910688e-06	1.32910775350534
chr12	44197236	44199134	Merged-chr12-44198138-57	Dnajb9	9.90863854965801e-06	0.472804185960092
chr13	117020556	117021420	Merged-chr13-117020939-31	Parp8	9.94844120551741e-06	0.507852519689025
chr9	53300981	53302987	Merged-chr9-53301778-45	Exph5	9.95849711546574e-06	0.514942963968578
chr8	46651426	46652964	Merged-chr8-46652013-46	Casp3	9.97985923198287e-06	0.707054727172554
chr17	37044495	37047042	Merged-chr17-37045776-62	Gabbr1	1.0144591175111e-05	0.331486318794076
chr6	28409405	28412116	Merged-chr6-28410511-68	Gcc1	1.01498613171095e-05	0.637743366092555
chr1	180403404	180404816	Merged-chr1-180404026-57	Gm5069	1.01580661329435e-05	0.401204871216385
chr4	126229579	126230606	Merged-chr4-126230194-27	Map7d1	1.02541610082583e-05	0.830113490146773
chr11	68852200	68854632	Merged-chr11-68853416-57	Ndel1	1.02764853900862e-05	0.326824698819141
chr11	115473359	115474319	Merged-chr11-115473881-53	Armc7	1.04229769968405e-05	0.457280973295436
chr18	57570541	57572381	Merged-chr18-57571579-41	4930511M06Rik	1.04454994117673e-05	0.724577094371277
chr9	63030767	63032378	Merged-chr9-63031399-57	Pias1	1.04643676303771e-05	0.632718540145893
chr9	65847759	65850610	Merged-chr9-65849040-87	Zfp609	1.04646920616147e-05	0.613429394385778
chr14	51063030	51066249	Merged-chr14-51064496-58	Olfr750	1.04884064989211e-05	0.303783435153918
chr11	82990342	82993091	Merged-chr11-82991476-57	Slfn9	1.05172831911351e-05	0.377739372206209
chr11	61407513	61410407	Merged-chr11-61408665-69	Slc47a1	1.06164673017914e-05	0.382561741102168
chr1	39759253	39762588	Merged-chr1-39761334-70	Rfx8	1.06326625537256e-05	0.311617192720314
chr3	137024828	137025545	Merged-chr3-137025152-20		1.06340258491397e-05	1.44524053359827
chr11	106381168	106383293	Merged-chr11-106382395-38	Icam2	1.06354265147559e-05	0.456534034989107
chr19	55480571	55482067	Merged-chr19-55481334-41	Vti1a	1.06916378032304e-05	0.743151946157986
chr2	30657277	30659646	Merged-chr2-30658522-57	Gm14486	1.07494730210198e-05	0.409940285440281
chr5	125530783	125535425	Merged-chr5-125532947-86	Tmem132b	1.08149648040396e-05	0.452779722700175
chr10	80656056	80657311	Merged-chr10-80656636-57	Btbd2	1.08960248240483e-05	0.504468169122721
chr12	86823798	86825804	Merged-chr12-86824734-57	Irf2bpl	1.09122468226577e-05	0.412449105840418
chr17	36019800	36021152	Merged-chr17-36020548-57	H2-T24	1.10524338250947e-05	0.460188764391651
chr1	168307084	168308826	Merged-chr1-168307856-32	Pbx1	1.10545803337113e-05	0.524761696172611
chr2	146384564	146385092	Merged-chr2-146384793-10	A930019D19Rik	1.1094003821566e-05	1.2806832681982
chr8	3709794	3712709	Merged-chr8-3711403-74	Clec4g	1.11988144606515e-05	0.331189659052507
chr19	23489517	23490331	Merged-chr19-23489962-54	Mamdc2	1.12090454072086e-05	0.809876590298976
chr2	126583918	126585097	Merged-chr2-126584401-55	Slc27a2	1.12998703537368e-05	0.613342529746119
chr9	3531257	3533450	Merged-chr9-3532507-53	Gucy1a2	1.13965555485209e-05	0.616513683075634
chr2	150016203	150017459	Merged-chr2-150016897-28	Zfp120	1.14517955198553e-05	0.90207719753319
chr6	117159196	117160852	Merged-chr6-117160297-30	Cxcl12	1.15086156045566e-05	0.686151577031028
chr8	61273190	61274808	Merged-chr8-61273728-43	1700001D01Rik	1.15147316894647e-05	0.508867156214928
chr15	97580769	97582417	Merged-chr15-97581885-57	Rpap3	1.15181103584679e-05	0.458854404129679
chr3	144428099	144429174	Merged-chr3-144428664-29	Hs2st1	1.15353553479989e-05	0.791716435052341
chr6	47978260	47980246	Merged-chr6-47979156-57	Zfp956	1.15353553479989e-05	0.534207999831042
chr6	53038827	53040561	Merged-chr6-53039658-30	Jazf1	1.16482795982398e-05	0.880842884270627
chr13	47258554	47259881	Merged-chr13-47259453-31	Rnf144b	1.17475279209113e-05	0.594505973258427
chr13	48624663	48626339	Merged-chr13-48625543-57	Ptpdc1	1.17506462115543e-05	0.476820111138767
chr19	11817124	11820473	Merged-chr19-11818963-60	Stx3	1.17527196940482e-05	0.34118655558277
chr16	77314914	77316291	Merged-chr16-77315611-45	Mir99ahg	1.18164457647411e-05	0.69510656060636
chr9	102889414	102891063	Merged-chr9-102890206-42	Ryk	1.19463568993813e-05	0.531950217708456
chr17	6172088	6173546	Merged-chr17-6172997-56	Tulp4	1.20382002829704e-05	0.37402095212997
chr6	56796158	56798657	Merged-chr6-56797601-57	Kbtbd2	1.21090597300856e-05	0.364156751394231
chr11	76892849	76894707	Merged-chr11-76894052-56	Tmigd1	1.21344606026414e-05	0.574841098151124
chr19	60165287	60166281	Merged-chr19-60165699-47	E330013P04Rik	1.21764889009626e-05	0.771605123516922
chr3	65187279	65189178	Merged-chr3-65188230-57	Kcnab1	1.21931296917552e-05	0.638264486698383
chr13	3358177	3361720	Merged-chr13-3360001-65	2810429I04Rik	1.22023339111459e-05	0.425892329771267
chr3	146540439	146541929	Merged-chr3-146541052-50	Rpf1	1.22108548631447e-05	0.791429264193195
chr8	83164913	83166896	Merged-chr8-83165800-57	Tbc1d9	1.22162735333627e-05	0.410570866923371
chr17	15829028	15832192	Merged-chr17-15830627-64	Rgmb	1.2267209674431e-05	0.364714195424415
chr2	167014510	167016201	Merged-chr2-167015266-57	Ddx27	1.22882211149095e-05	0.484703007020618
chr1	161394910	161397464	Merged-chr1-161396199-58	Tnfsf4	1.23181919097566e-05	0.459022580590331
chr10	62851138	62851329	Merged-chr10-62851233-1	Tet1	1.23671040937855e-05	1.81279145110433
chr1	131243969	131247178	Merged-chr1-131245590-58	Rassf5	1.23765022060122e-05	0.420912722133154
chr15	77885996	77887732	Merged-chr15-77887084-45	Txn2	1.23825365772991e-05	0.554153186390722
chr19	32322425	32322845	Merged-chr19-32322609-15	Sgms1	1.24581037803557e-05	0.915514542727507
chr16	92943540	92944594	Merged-chr16-92944067-41	Runx1	1.24911865764294e-05	0.743452025081731
chr2	85050570	85051555	Merged-chr2-85051183-7	Tnks1bp1	1.25214444825635e-05	0.696093990865401
chr3	56128075	56128757	Merged-chr3-56128386-12	Nbea	1.25306483885937e-05	1.37651364194499
chr17	87169871	87171161	Merged-chr17-87170604-57	C330024C12Rik	1.25407827516773e-05	0.612862549783712
chr18	60523023	60524291	Merged-chr18-60523625-54	Dctn4	1.25597750361594e-05	0.491110089362092
chr17	27546780	27547866	Merged-chr17-27547359-46	Hmga1	1.26289101347423e-05	0.48772788462194
chr19	21126480	21128120	Merged-chr19-21127359-57	4930554I06Rik	1.26463880374025e-05	0.690309474614109
chr15	89210055	89212380	Merged-chr15-89211075-57	Ppp6r2	1.26683305681692e-05	0.369303533277542
chr4	49583913	49585094	Merged-chr4-49584383-23	Tmem246	1.26998709053863e-05	0.949564083256289
chr11	102284083	102285971	Merged-chr11-102284924-57	Tmub2	1.27909341739489e-05	0.421815239493708
chr1	125693325	125694931	Merged-chr1-125694192-35	Gpr39	1.28285447414555e-05	0.783756656043996
chr5	132872057	132873155	Merged-chr5-132872729-9	Auts2	1.2885483630244e-05	2.52139662064935
chr18	69343805	69346718	Merged-chr18-69345324-76	Tcf4	1.29292648190184e-05	0.358169156911593
chr6	31239725	31241007	Merged-chr6-31240377-55	2210408F21Rik	1.29538544568872e-05	0.54345528967531
chr16	55730565	55731860	Merged-chr16-55731103-25	Nfkbiz	1.30343543820981e-05	1.27771051569894
